CAMPUS,CD000AA11219R,CD000ABI1219R,CD000AR11219R,CD000AUS1219R,CD200AA11219R,CD200ABI1219R,CD200AR11219R,CD200AUS1219R,CD300AA11219R,CD300ABI1219R,CD300AR11219R,CD300AUS1219R,CD400AA11219R,CD400ABI1219R,CD400AR11219R,CD400AUS1219R,CDA00AA11219R,CDA00ABI1219R,CDA00AR11219R,CDA00AUS1219R,CDB00AA11219R,CDB00ABI1219R,CDB00AR11219R,CDB00AUS1219R,CDE00AA11219R,CDE00ABI1219R,CDE00AR11219R,CDE00AUS1219R,CDF00AA11219R,CDF00ABI1219R,CDF00AR11219R,CDF00AUS1219R,CDH00AA11219R,CDH00ABI1219R,CDH00AR11219R,CDH00AUS1219R,CDI00AA11219R,CDI00ABI1219R,CDI00AR11219R,CDI00AUS1219R,CDL00AA11219R,CDL00ABI1219R,CDL00AR11219R,CDL00AUS1219R,CDM00AA11219R,CDM00ABI1219R,CDM00AR11219R,CDM00AUS1219R,CDR00AA11219R,CDR00ABI1219R,CDR00AR11219R,CDR00AUS1219R,CDS00AA11219R,CDS00ABI1219R,CDS00AR11219R,CDS00AUS1219R,CDW00AA11219R,CDW00ABI1219R,CDW00AR11219R,CDW00AUS1219R,CNC00AA11219R,CNC00ABI1219R,CNC00AR11219R,CNC00AUS1219R,CNM00AA11219R,CNM00ABI1219R,CNM00AR11219R,CNM00AUS1219R,CNS00AA11219R,CNS00ABI1219R,CNS00AR11219R,CNS00AUS1219R
'061901105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901106,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901113,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901114,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901117,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901118,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901120,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901123,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901127,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902001,60,41,32,48,69,74,66,78,60,63,66,67,.,.,.,.,63,61,49,69,54,63,45,60,62,54,41,63,66,61,54,67,63,54,42,64,-1,-1,-1,-1,55,26,19,31,61,61,44,70,59,47,37,43,47,33,26,39,78,79,73,86,66,64,52,71,57,51,40,61,93,60,48,50
'061902002,75,62,44,67,83,89,83,91,86,93,94,94,.,.,.,.,82,88,83,90,65,89,69,85,73,79,61,77,83,90,86,88,81,83,72,79,.,-1,-1,-1,71,62,20,50,81,87,80,92,66,68,57,67,49,48,42,55,83,89,85,92,84,89,85,91,74,86,74,83,85,100,80,62
'061902004,66,58,44,63,64,81,75,87,85,90,90,94,.,-1,.,-1,69,74,63,80,60,58,48,63,66,65,55,73,77,76,71,76,68,64,57,78,.,-1,-1,-1,60,44,27,43,62,72,57,84,61,52,46,57,48,30,11,51,72,84,69,86,71,76,67,82,63,64,51,72,40,77,77,100
'061902005,20,-1,13,50,.,.,.,.,-1,.,.,-1,.,.,.,.,26,21,17,46,50,38,27,0,25,14,7,33,10,20,11,37,11,17,13,46,.,.,.,.,20,-1,14,50,44,22,22,56,24,12,15,41,-1,20,20,44,-1,0,13,67,11,38,17,62,40,9,17,36,.,-1,-1,-1
'061902007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902008,53,59,42,71,50,79,69,90,78,91,86,92,.,.,.,-1,64,83,72,89,42,64,49,79,53,64,48,79,65,84,79,88,59,72,57,84,-1,-1,-1,-1,38,38,22,57,63,81,66,90,49,63,45,66,32,35,17,43,76,91,82,93,70,87,77,91,52,70,59,82,89,88,84,63
'061902010,88,75,76,68,86,88,94,88,98,97,97,97,-1,-1,-1,-1,88,90,88,93,75,86,70,95,82,75,72,79,93,92,90,92,88,85,80,82,-1,-1,-1,-1,86,63,70,54,83,89,85,93,74,67,60,66,63,48,37,75,88,90,87,94,89,91,88,93,85,90,86,88,100,92,84,75
'061902042,91,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,96,.,.,.,-1,.,.,.,93,.,.,.,100,.,.,.,97,.,.,.,.,.,.,.,71,.,.,.,94,.,.,.,82,.,.,.,-1,.,.,.,100,.,.,.,96,.,.,.,-1,.,.,.,.,.,.,.
'061902044,100,.,.,.,-1,.,.,.,100,.,.,.,.,.,.,.,99,.,.,.,-1,.,.,.,100,.,.,.,98,.,.,.,96,.,.,.,.,.,.,.,-1,.,.,.,100,.,.,.,90,.,.,.,-1,.,.,.,100,.,.,.,98,.,.,.,100,.,.,.,.,.,.,.
'061902045,-1,.,.,.,-1,.,.,.,100,.,.,.,.,.,.,.,96,.,.,.,-1,.,.,.,88,.,.,.,95,.,.,.,82,.,.,.,.,.,.,.,-1,.,.,.,98,.,.,.,88,.,.,.,-1,.,.,.,98,.,.,.,97,.,.,.,92,.,.,.,-1,.,.,.
'061902046,100,.,.,.,-1,.,.,.,86,.,.,.,.,.,.,.,87,.,.,.,-1,.,.,.,79,.,.,.,88,.,.,.,91,.,.,.,.,.,.,.,-1,.,.,.,86,.,.,.,68,.,.,.,.,.,.,.,94,.,.,.,89,.,.,.,75,.,.,.,-1,.,.,.
'061902047,100,.,.,.,-1,.,.,.,100,.,.,.,.,.,.,.,100,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,-1,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.
'061902048,80,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,98,.,.,.,-1,.,.,.,60,.,.,.,98,.,.,.,92,.,.,.,.,.,.,.,-1,.,.,.,97,.,.,.,-1,.,.,.,-1,.,.,.,97,.,.,.,97,.,.,.,100,.,.,.,-1,.,.,.
'061902049,.,.,.,.,.,.,-1,.,100,.,.,.,.,.,.,.,100,.,100,.,-1,.,.,.,.,.,.,.,100,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,100,.,-1,.,-1,.,.,.,-1,.,.,.,100,.,-1,.,100,.,100,.,.,.,.,.,.,.,.,.
'061902050,98,.,.,.,-1,.,.,.,100,.,.,.,.,.,.,.,95,.,.,.,86,.,.,.,97,.,.,.,97,.,.,.,98,.,.,.,.,.,.,.,100,.,.,.,92,.,.,.,90,.,.,.,-1,.,.,.,-1,.,.,.,94,.,.,.,100,.,.,.,-1,.,.,.
'061902052,73,.,.,.,-1,.,.,.,100,.,.,.,.,.,.,.,82,.,.,.,82,.,.,.,76,.,.,.,88,.,.,.,76,.,.,.,-1,.,.,.,-1,.,.,.,77,.,.,.,50,.,.,.,-1,.,.,.,83,.,.,.,80,.,.,.,93,.,.,.,-1,.,.,.
'061902053,-1,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,100,.,.,.,-1,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.
'061902054,100,.,.,.,100,.,.,.,98,.,.,.,.,.,.,.,94,.,.,.,57,.,.,.,92,.,.,.,92,.,.,.,100,.,.,.,.,.,.,.,100,.,.,.,95,.,.,.,87,.,.,.,-1,.,.,.,91,.,.,.,92,.,.,.,100,.,.,.,-1,.,.,.
'061902055,-1,.,.,.,-1,.,.,.,100,.,.,.,.,.,.,.,99,.,.,.,-1,.,.,.,100,.,.,.,97,.,.,.,100,.,.,.,-1,.,.,.,.,.,.,.,100,.,.,.,-1,.,.,.,-1,.,.,.,98,.,.,.,98,.,.,.,100,.,.,.,-1,.,.,.
'061902056,69,.,.,.,-1,.,.,.,-1,.,.,.,.,.,.,.,76,.,.,.,63,.,.,.,71,.,.,.,83,.,.,.,76,.,.,.,.,.,.,.,40,.,.,.,67,.,.,.,50,.,.,.,.,.,.,.,100,.,.,.,76,.,.,.,75,.,.,.,-1,.,.,.
'061902058,-1,.,.,.,-1,.,.,.,100,.,.,.,.,.,.,.,100,.,.,.,-1,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.
'061902059,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,.,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.,100,.,.,.,100,.,.,.,100,.,.,.,-1,.,.,.
'061902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902106,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902110,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902113,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902114,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902117,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902118,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902120,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902123,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902127,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902128,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902129,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902130,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902131,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902132,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902133,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902136,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902138,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902139,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902140,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902142,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061902143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061903001,52,4,19,70,.,.,.,-1,.,-1,-1,-1,.,.,.,.,67,55,57,84,40,40,20,57,65,42,44,71,88,66,75,82,72,40,50,80,.,.,.,-1,39,0,9,63,55,49,46,85,58,33,38,61,33,20,13,50,66,70,66,90,73,59,60,83,56,45,49,88,-1,-1,-1,-1
'061903041,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,90,.,.,.,.,.,.,.,90,.,.,.,93,.,.,.,88,.,.,.,.,.,.,.,.,.,.,.,87,.,.,.,-1,.,.,.,.,.,.,.,90,.,.,.,89,.,.,.,-1,.,.,.,.,.,.,.
